/archive/2022/11/DA-2022-DEMO01-01.pdf,仁昌路规划条件通知书.pdf,pdf,1887436
/archive/2022/11/DA-2022-DEMO01-02.pdf,仁昌路建设用地规划许可证.pdf,pdf,1258291
/archive/2022/11/DA-2022-DEMO01-03.pdf,仁昌路施工许可.pdf,pdf,2516582
/archive/2022/11/DA-2022-DEMO01-04.pdf,仁昌路道路工程移交单.pdf,pdf,921600
/archive/2022/12/DA-2022-DEMO02-01.pdf,富贵路规划条件通知书.pdf,pdf,1572864
/archive/2022/12/DA-2022-DEMO02-02.pdf,富贵路建设工程规划许可证.pdf,pdf,1153433
/archive/2022/12/DA-2022-DEMO02-03.pdf,富贵路施工许可证.pdf,pdf,2097152
/archive/2022/12/DA-2022-DEMO03-01.pdf,立新路可行性研究报告批复.pdf,pdf,2726297
/archive/2022/12/DA-2022-DEMO03-02.pdf,立新路概算批复.pdf,pdf,1468006
/archive/2023/06/DA-2023-DEMO01-01.pdf,富锦路规划条件通知书.pdf,pdf,1677721
/archive/2023/06/DA-2023-DEMO01-02.pdf,富锦路建设工程规划许可证.pdf,pdf,1048576
/archive/2023/06/DA-2023-DEMO01-03.pdf,富锦路施工图审查合格书.pdf,pdf,1363148
/archive/2023/09/DA-2023-DEMO02-01.pdf,霞宏道选址意见书.pdf,pdf,1258291
/archive/2023/09/DA-2023-DEMO02-02.jpg,霞宏道规划条件附图.jpg,jpg,3565158
/archive/2023/09/DA-2023-DEMO02-03.pdf,霞宏道建设工程规划许可证.pdf,pdf,1153433
/archive/2023/09/DA-2023-DEMO02-04.pdf,霞宏道竣工测绘报告.pdf,pdf,5033164
/archive/2023/12/DA-2023-DEMO03-01.pdf,广东山庄路排水工程移交单.pdf,pdf,1992294
/archive/2023/12/DA-2023-DEMO03-02.pdf,广东山庄路质量监督报告.pdf,pdf,2306867
/archive/2024/04/DA-2024-DEMO01-01.pdf,霞宏道东段规划条件通知书.pdf,pdf,1468006
/archive/2024/04/DA-2024-DEMO01-02.pdf,霞宏道东段建设工程规划许可证.pdf,pdf,1153433
/archive/2024/04/DA-2024-DEMO01-03.pdf,霞宏道东段规划验收合格证.pdf,pdf,838860
/archive/2024/07/DA-2024-DEMO02-01.xlsx,学苑路2024年度资金计划.xlsx,xlsx,389120
/archive/2024/07/DA-2024-DEMO02-02.pdf,学苑路资金拨付凭证.pdf,pdf,1258291
/archive/2024/07/DA-2024-DEMO02-03.pdf,学苑路决算审核意见.pdf,pdf,1572864
/archive/2024/10/DA-2024-DEMO03-01.pdf,冶金路施工许可.pdf,pdf,2202009
/archive/2025/03/DA-2025-DEMO01-01.pdf,仁昌路施工图审查合格书.pdf,pdf,1468006
/archive/2025/03/DA-2025-DEMO01-02.pdf,仁昌路竣工验收报告.pdf,pdf,5872025
/archive/2025/03/DA-2025-DEMO01-03.pdf,仁昌路竣工验收备案表.pdf,pdf,1153433
/archive/2025/03/DA-2025-DEMO01-04.dwg,仁昌路道路竣工图.dwg,dwg,4718592
/archive/2025/03/DA-2025-DEMO01-05.pdf,仁昌路道路工程移交书.pdf,pdf,2411724
/archive/2025/05/DA-2025-DEMO02-01.pdf,富贵路质量监督报告.pdf,pdf,2831155
/archive/2025/05/DA-2025-DEMO02-02.pdf,富贵路竣工验收报告.pdf,pdf,5138022
/archive/2025/05/DA-2025-DEMO02-03.pdf,富贵路道路工程移交书.pdf,pdf,1887436
/archive/2025/08/DA-2025-DEMO03-01.pdf,广东山庄路规划验收合格证.pdf,pdf,943718
/archive/2025/08/DA-2025-DEMO03-02.pdf,广东山庄路竣工测绘报告.pdf,pdf,6501171
/archive/2025/11/DA-2025-DEMO04-01.pdf,立新路决算审核意见.pdf,pdf,1677721
/archive/2026/02/DA-2026-DEMO01-01.pdf,霞宏道道路工程移交书.pdf,pdf,2097152
/archive/2026/02/DA-2026-DEMO01-02.pdf,霞宏道排水工程移交书.pdf,pdf,1782579
/archive/2026/02/DA-2026-DEMO01-03.zip,霞宏道不动产登记资料.zip,zip,8808038
/archive/2026/05/DA-2026-DEMO03-01.pdf,冶金路竣工验收报告.pdf,pdf,3460301
/archive/2026/05/DA-2026-DEMO03-02.pdf,冶金路规划验收合格证.pdf,pdf,734003
/archive/2026/06/DA-2026-DEMO04-01.pdf,富锦路道路工程移交书.pdf,pdf,1992294
/archive/2026/06/DA-2026-DEMO04-02.docx,富锦路移交补充材料.docx,docx,471040
